Position,"Track Name",Artist,Streams,URL
39,Starving,"Hailee Steinfeld",991885,https://open.spotify.com/track/1qOLh0tI7trd1zdDKxYZTe
40,"When Christmas Comes Around","Matt Terry",975274,https://open.spotify.com/track/3HgmWNk2YBRfh4NSdrCce2
41,Mercy,"Shawn Mendes",958439,https://open.spotify.com/track/4TZy1wLyHec06pwgFYDh1a
42,"Let Me Love You","DJ Snake",951780,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m
43,"Jingle Bell Rock","Bobby Helms",951774,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
44,"Santa Baby","Eartha Kitt",939901,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
45,"Side To Side","Ariana Grande",936287,https://open.spotify.com/track/4pLwZjInHj3SimIyN9SnOz
46,"You Want Me","Tom Zanetti",923987,https://open.spotify.com/track/4xX7OsX8XTGWJgRxNNIaFT
47,"Sleigh Ride","Phil Spector",915232,https://open.spotify.com/track/7wiESxCGoUkRdgZF2JOLZu
48,"Lonely This Christmas",Mud,857022,https://open.spotify.com/track/0leIhGny91OrU4mjcshsjI
49,"Love Me Now","John Legend",849027,https://open.spotify.com/track/6nxQdXa1uAL0rY72wPZu89
50,"Water Under the Bridge",Adele,845748,https://open.spotify.com/track/4vb4mFvYsr2h6enhjJsq9Y
51,"Stop the Cavalry","Jona Lewie",830002,https://open.spotify.com/track/095XSaT8I2uI6Uldj2QrSl
52,"Love On Me",Galantis,827233,https://open.spotify.com/track/2MHCiOohBZEQuLgDTPvSzF
53,"So Good","Louisa Johnson",806657,https://open.spotify.com/track/20js7QbHkIuzrgecUTPfl7
54,"Christmas (Baby Please Come Home)","Darlene Love",803015,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68
55,"Feliz Navidad","José Feliciano",770508,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
56,"Now and Later","Sage The Gemini",766640,https://open.spotify.com/track/08WPvDEsHvTFuB9w8tC2OS
57,"2000 Miles - 2007 Remastered Version",Pretenders,753723,https://open.spotify.com/track/5wTM2Bm8phDwHAuOsfBwhU
58,"Blue Christmas","Elvis Presley",724943,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
59,"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra",717612,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
60,"My Way","Calvin Harris",713158,https://open.spotify.com/track/1vvNmPOiUuyCbgWmtc6yfm
61,"I Believe in Father Christmas","Greg Lake",706876,https://open.spotify.com/track/3otFFNky9Zk4abwMbvBFNl
62,"The Christmas Song (Merry Christmas To You)","Nat King Cole",691943,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
63,"After The Afterparty (feat. Lil Yachty)","Charli XCX",682186,https://open.spotify.com/track/0y8Wf6ltWpGCpgqVa21QNX
64,"Santa Baby","Kylie Minogue",664743,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
65,"In the Name of Love","Martin Garrix",651837,https://open.spotify.com/track/04DwTuZ2VBdJCCC5TROn7L
66,"All We Know","The Chainsmokers",630068,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK
67,"Christmas Lights - Live From Spotify London",Coldplay,629000,https://open.spotify.com/track/4QVdnpSO5JGMFOEl6ys4RQ
68,"Carol of the Bells","Mykola Dmytrovych Leontovych",610656,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
69,"Santa Claus Is Comin' to Town - Single Version","Bruce Springsteen",608446,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
70,"Treat You Better","Shawn Mendes",606118,https://open.spotify.com/track/4Hf7WnR761jpxPr5D46Bcd
71,"Stay Another Day","East 17",605912,https://open.spotify.com/track/0QIgxEydF4mfYc9qraBzqT
72,"Underneath the Tree","Kelly Clarkson",603096,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
73,"September Song","JP Cooper",596816,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI
74,"Deja Vu","J. Cole",596580,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ
75,"Don't Let Me Down","The Chainsmokers",596545,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
76,Heathens,"Twenty One Pilots",576324,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr
77,"Faith - Remastered","George Michael",574295,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ
78,"Too Good",Drake,560976,https://open.spotify.com/track/11KJSRSgaDxqydKYiD2Jew
79,Controlla,Drake,559332,https://open.spotify.com/track/6F609ICg9Spjrw1epsAnpa
80,"Shed a Light","Robin Schulz",558060,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY
81,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","Justin Timberlake",554894,https://open.spotify.com/track/6JV2JOEocMgcZxYSZelKcc
82,"Bad Things (with Camila Cabello)","Machine Gun Kelly",553369,https://open.spotify.com/track/1PSBzsahR2AKwLJgx8ehBj
83,"Party Monster","The Weeknd",548402,https://open.spotify.com/track/4F7A0DXBrmUAkp32uenhZt
84,"Have Yourself A Merry Little Christmas","Sam Smith",539897,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
85,"Santa Tell Me","Ariana Grande",533469,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
86,"Oh Lord","MiC LOWRY",524141,https://open.spotify.com/track/1sTUEdVO85YU8Ymk2jeAls
87,"Love$ick (feat. A$AP Rocky)","Mura Masa",516578,https://open.spotify.com/track/7Kq16WtEJzdRSNQgdXsn7Y
88,"Holly Jolly Christmas","Michael Bublé",516541,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
89,Mistletoe,"Justin Bieber",510739,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
90,"No Lie","Sean Paul",510061,https://open.spotify.com/track/3cFsmM51N5zMAuu1nNY4Tw
91,"All I Want For Christmas Is You","Michael Bublé",508192,https://open.spotify.com/track/0xPaZrF25ltzvz1a2Pm5DQ
92,"The Christmas Song (Chestnuts Roasting On an Open Fire)","Mel Tormé",500724,https://open.spotify.com/track/6pyIRpxFSGo6iYIwRtj4xG
93,"White Christmas (Duet With Shania Twain)","Michael Bublé",496587,https://open.spotify.com/track/2gbCG4Rt9984UZ7Tc0dIFd
94,"Careless Whisper","George Michael",493960,https://open.spotify.com/track/2R7858bg0GHuBBxjTyOL7N
95,"When a Child Is Born (Soleado)","Gladys Knight & The Pips",481892,https://open.spotify.com/track/6qPI3aH7jpx8dQ6UwQ2dX4
96,"It's Beginning to Look a Lot Like Christmas","Perry Como",475570,https://open.spotify.com/track/6IeK3Ap5m3HabwJxgI6eSE
97,"8 Days of Christmas - Live","Destiny's Child",474461,https://open.spotify.com/track/3WrG9BpOPQWUus3FjA1Tny
98,"Little Saint Nick","The Beach Boys",472598,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
99,"Cold December Night","Michael Bublé",471232,https://open.spotify.com/track/4FPrAERfkPKOBKrRoyuxLu
100,"You Don't Know Me - Radio Edit","Jax Jones",468210,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
101,"Santa Claus Is Coming To Town","Michael Bublé",467983,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
102,"Run Rudolph Run - Single Version","Chuck Berry",461966,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ
103,"Baby It's Cold Outside (duet with Michael Bublé)","Idina Menzel",460403,https://open.spotify.com/track/0Ie5uiv54KgCr7P4sYDTHl
104,"Dancing On My Own","Calum Scott",446249,https://open.spotify.com/track/02WacdrRpm4zlP8H7X6bnQ
105,"Frosty the Snowman","The Ronettes",443755,https://open.spotify.com/track/7n5m8nDAnyXo81tr4B3Bcw
106,Sorry,"Justin Bieber",443194,https://open.spotify.com/track/69bp2EbF7Q2rqc5N3ylezZ
107,"Somewhere Only We Know","Lily Allen",436884,https://open.spotify.com/track/6MuPXPhS3MtWt9YTrQwqqC
108,"Mr. Brightside","The Killers",436311,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
109,"In Dulce Jubilo","Mike Oldfield",430541,https://open.spotify.com/track/1liqdLIh1T4I3qpEOlRZ4k
110,"Trust Nobody (feat. Selena Gomez & Tory Lanez)","Cashmere Cat",428427,https://open.spotify.com/track/2wDjpPW3HZdA9quPPmZAMu
111,"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",426053,https://open.spotify.com/track/17Fd6Yb7mSbinKG8LoWfFl
112,"Jingle Bells (feat. The Puppini Sisters)","Michael Bublé",421787,https://open.spotify.com/track/4qBejt9FeqLI9blHI1Nq1x
113,Oops,"Little Mix",417636,https://open.spotify.com/track/37xcWhVKQ99uuiA5Y4yapi
114,"Love Yourself","Justin Bieber",415183,https://open.spotify.com/track/3hB5DgAiMAQ4DzYbsMq1IT
115,"Jingle Bell Rock from Daryl","Daryl Hall & John Oates",414825,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
116,"This Is What You Came For","Calvin Harris",413843,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y
117,"Christmas Lights",Coldplay,404005,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
118,"Christmas (Baby Please Come Home)","Michael Bublé",402600,https://open.spotify.com/track/66WPXyhXqMlkM1kZhyEXWK
119,"Walking In The Air","Aled Jones",394666,https://open.spotify.com/track/6ZJh9aWWT8dQK6xHfgxwey
120,"Find Me",Sigma,394410,https://open.spotify.com/track/2Wr970IfovsSGnfkE08iMF
121,"Blow Your Mind (Mwah)","Dua Lipa",393297,https://open.spotify.com/track/2eAAEa8pxKF7My0EO4rFgR
122,"Perfect Strangers","Jonas Blue",392878,https://open.spotify.com/track/5bZtRlMBU76vHuDOb1GM5u
123,"How Far I'll Go - From ""Moana""","Alessia Cara",391955,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
124,"Mistletoe and Wine","Cliff Richard",389068,https://open.spotify.com/track/3AgiRs3oxc2dFh0CPUHXJs
125,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",384860,https://open.spotify.com/track/4dASQiO1Eoo3RJvt74FtXB
126,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",379377,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
127,"Have Yourself a Merry Little Christmas","Christina Aguilera",378460,https://open.spotify.com/track/0iV9yfj1knFNOSEiuTHZwl
128,"7 Years","Lukas Graham",378045,https://open.spotify.com/track/7129iqBafaphfc3WPCGC0L
129,"One More Sleep","Leona Lewis",374932,https://open.spotify.com/track/78pn8k7RogKo2oxl0DyX6d
130,"Santa Claus Is Coming To Town","The Jackson 5",374638,https://open.spotify.com/track/6a1hzBiTkgqTsDA0Xgfh9z
131,"Have Yourself A Merry Little Christmas - 1999 - Remaster","Frank Sinatra",373022,https://open.spotify.com/track/2FPfeYlrbSBR8PwCU0zaqq
132,"Everglow - Single Version, Radio Edit",Coldplay,372437,https://open.spotify.com/track/6aG68QSwv0hgNTq90I2GOE
133,"Work from Home","Fifth Harmony",369370,https://open.spotify.com/track/4tCtwWceOPWzenK2HAIJSb
134,"Happy Xmas (War Is Over)","Céline Dion",368500,https://open.spotify.com/track/1wur1SW656paPv7EyTqWu4
135,Rockin’,"The Weeknd",367593,https://open.spotify.com/track/36YCdzT57us0LhDmCYtrNE
136,"Have Yourself A Merry Little Christmas","Michael Bublé",364157,https://open.spotify.com/track/1DnSNqCQM3LUxqFuXt184Q
137,"Light It Up (feat. Nyla & Fuse ODG) - Remix","Major Lazer",363539,https://open.spotify.com/track/0L7loeTIg6akW84aEQZpCT
138,Redbone,"Childish Gambino",363068,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
139,"Freedom! '90","George Michael",362459,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI
140,"Baby It's Cold Outside","Ella Fitzgerald",361910,https://open.spotify.com/track/3Nx6iu7XpzWL1QMPRJKzqL
141,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,359750,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
142,"Scars To Your Beautiful","Alessia Cara",358311,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
143,"Should've Been Me","Naughty Boy",356626,https://open.spotify.com/track/4aiLpwwZw5Ek9KkBMnt6Zu
144,"Lock Doh",Giggs,355519,https://open.spotify.com/track/6dh1aHKIyvpcOHEPWokza3
145,"Wake Me up Before You Go-Go",Wham!,355225,https://open.spotify.com/track/0ikz6tENMONtK6qGkOrU3c
146,"This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners",Kungs,354500,https://open.spotify.com/track/0tICYNayWWhH9GPeFrfjfD
147,"Ain't My Fault","Zara Larsson",353076,https://open.spotify.com/track/0ADG9OgdVTL7fgREP75BrZ
148,"Cheap Thrills",Sia,350864,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
149,"A Spaceman Came Travelling","Chris de Burgh",347705,https://open.spotify.com/track/0g02kBdq3iWI4HNArqEgBe
150,"Make Me (Cry)","Noah Cyrus",347396,https://open.spotify.com/track/2BrzlUj1u1CtvaJDGIKpsP
151,"Miss You","James Hersey",346639,https://open.spotify.com/track/7of1slAJIWrXxP8ikAHxje
152,"Here Comes Santa Claus","Phil Spector",345184,https://open.spotify.com/track/2TRgbDqnr0tG5fbDsYOIcc
153,"Rockin' Robin","Michael Jackson",340022,https://open.spotify.com/track/63gcHyuhAC8G2C0bVQUOJI
154,"Into You","Ariana Grande",339475,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0
155,"Stressed Out","Twenty One Pilots",339049,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
156,Stitches,"Shawn Mendes",333268,https://open.spotify.com/track/1WP1r7fuvRqZRnUaTi2I1Q
157,"Winter Wonderland","Tony Bennett",332966,https://open.spotify.com/track/4ricyQVd20UQde1jpXCSuJ
158,Work,Rihanna,332800,https://open.spotify.com/track/14WWzenpaEgQZlqPq2nk4v
159,"Christmas Wrapping","The Waitresses",331449,https://open.spotify.com/track/4aYEesIDVDyZqg88cmAbnJ
160,"Santa Baby","Michael Bublé",331395,https://open.spotify.com/track/6DwnAl6l63e83dDgIzY8P4
161,"i hate u, i love u (feat. olivia o'brien)",gnash,329348,https://open.spotify.com/track/7vRriwrloYVaoAe3a9wJHe
162,"Broccoli (feat. Lil Yachty)",DRAM,329253,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
163,"That's My Girl","Fifth Harmony",329236,https://open.spotify.com/track/2ACOWPLUe4A4KuQ5ioD2od
164,"Deck The Halls","Nat King Cole",326279,https://open.spotify.com/track/0yOLhQVpava7cJhVDbCvSh
165,Alarm,Anne-Marie,325173,https://open.spotify.com/track/0OwX5aROoW1Iip8FV51Efg
166,"Cake By The Ocean",DNCE,325055,https://open.spotify.com/track/2aFiaMXmWsM3Vj72F9ksBl
167,"Juju On That Beat (TZ Anthem)","Zay Hilfigerrr",323479,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd
168,"My Only Wish (This Year)","Britney Spears",321640,https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr
169,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",320920,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
170,"Lush Life","Zara Larsson",320375,https://open.spotify.com/track/1rIKgCH4H52lrvDcz50hS8
171,Hello,Adele,317691,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw
172,"Would I Lie to You","John Gibbons",315339,https://open.spotify.com/track/6Zp0OnaLtS9AjtK1jeC930
173,Sidewalks,"The Weeknd",315291,https://open.spotify.com/track/4h90qkbnW1Qq6pBhoPvwko
174,"Baby, It's Cold Outside (Glee Cast Version)","Glee Cast",314895,https://open.spotify.com/track/5ud4C9PMcwOUnkk4AVE25V
175,"Christmas Day",Dido,310194,https://open.spotify.com/track/1DGYmHLYkwyCmvDEL3ctti
176,"What Christmas Means To Me","Stevie Wonder",310126,https://open.spotify.com/track/2qoZNAP3JLyIOtbsPtBjvV
177,Panda,Desiigner,308421,https://open.spotify.com/track/5OOkp4U9P9oL23maHFHL1h
178,"Needed Me",Rihanna,307179,https://open.spotify.com/track/1Tt4sE4pXi57mTD1GCzsqm
179,"What Do You Mean?","Justin Bieber",305576,https://open.spotify.com/track/3pzjHKrQSvXGHQ98dx18HI
180,"I Saw Mommy Kissing Santa Claus","The Jackson 5",300627,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ
181,"Adventure Of A Lifetime",Coldplay,299093,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M
182,"Send My Love (To Your New Lover)",Adele,297447,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
183,"Please Come Home for Christmas","Luther Vandross",296336,https://open.spotify.com/track/2mOtx6P21hecOcPoVuZbzF
184,"Christmas in Hollis",Run–D.M.C.,295431,https://open.spotify.com/track/41onDks2UPbyjer5fMeUWf
185,"Girls Like (feat. Zara Larsson)","Tinie Tempah",291926,https://open.spotify.com/track/5BOZ4skcMubA0R6RD4zf64
186,Ride,"Twenty One Pilots",291336,https://open.spotify.com/track/2Z8WuEywRWYTKe1NybPQEW
187,"Christmas Time (Don't Let The Bells End)","The Darkness",289026,https://open.spotify.com/track/3YymcLSyCyyNjLCStcaHys
188,"Six Feet Under","The Weeknd",286711,https://open.spotify.com/track/4mU5iXHeLgbR94siF7p1sY
189,"Fast Car","Jonas Blue",285229,https://open.spotify.com/track/6OZh916QF8XNunWaP97WEZ
190,"Cheap Thrills",Sia,283594,https://open.spotify.com/track/378iszndTZAR4dH8kwsLC6
191,"Silent Night","Michael Bublé",282167,https://open.spotify.com/track/6B14wYcEpWhyDvxWRb9Df8
192,"Rudolph the Red Nosed Reindeer","John Denver",281777,https://open.spotify.com/track/3IV8xIrnjv7TdJY6KUmdrD
193,"Ignition - Remix","R. Kelly",278542,https://open.spotify.com/track/5dNfHmqgr128gMY2tc5CeJ
194,"Not In Love",M.O,276806,https://open.spotify.com/track/5Odgb6uCWnL8U3Eb3ijLZj
195,"Club Tropicana",Wham!,275478,https://open.spotify.com/track/6tASfEUyB7lE2r6DLzURji
196,"Fresh Eyes","Andy Grammer",274156,https://open.spotify.com/track/4nMlau89VAjmV7agkl7OY3
197,"This Christmas","Donny Hathaway",273623,https://open.spotify.com/track/7MSYSOobsombc1mbDWFxtD
198,"Dominick the Donkey - The Italian Christmas Donkey","Lou Monte",272603,https://open.spotify.com/track/0X2bzH8VsjbjyxPAu6GMOc
199,Faded,"Alan Walker",271743,https://open.spotify.com/track/7gHs73wELdeycvS48JfIos
200,Reminder,"The Weeknd",271226,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
